portal_id	legacy_trait_group	legacy_phenotype_id	phenotype_name	display_group	trait_type
PORTAL:0005176	gcat_trait	gcat_trait_serinethreonineprotein_kinase_receptor_R3_measurement	serine/threonine-protein kinase receptor R3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005177	gcat_trait	gcat_trait_serpin_A12_measurement	serpin A12 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005178	gcat_trait	gcat_trait_serpin_A9_measurement	serpin A9 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005179	gcat_trait	gcat_trait_serpin_I2_measurement	serpin I2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005180	gcat_trait	gcat_trait_serum_amyloid_A1_protein_measurement	serum amyloid A-1 protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005181	gcat_trait	gcat_trait_serum_amyloid_Pcomponent_measurement	serum amyloid P-component measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005182	gcat_trait	gcat_trait_serum_nonalbumin_protein_measurement	serum non-albumin protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005183	gcat_trait	gcat_trait_sh2_domaincontaining_protein_1a_measurement	sh2 domain-containing protein 1a measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005184	gcat_trait	gcat_trait_sialate_Oacetylesterase_measurement	sialate O-acetylesterase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005185	gcat_trait	gcat_trait_signalregulatory_protein_beta1_measurement	signal-regulatory protein beta-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005186	gcat_trait	gcat_trait_sodiumcoupled_monocarboxylate_transporter_1_measurement	sodium-coupled monocarboxylate transporter 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005187	gcat_trait	gcat_trait_sortilin_measurement	sortilin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005188	gcat_trait	gcat_trait_spondin1_measurement	spondin-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005189	gcat_trait	gcat_trait_stabilin2_measurement	stabilin-2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005190	gcat_trait	gcat_trait_stanniocalcin1_measurement	stanniocalcin-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005191	gcat_trait	gcat_trait_stem_Cell_Factor_measurement	stem Cell Factor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005192	gcat_trait	gcat_trait_stem_Cell_Growth_Factor_beta_measurement	stem Cell Growth Factor beta measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005193	gcat_trait	gcat_trait_stromelysin2_measurement	stromelysin‐2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005194	gcat_trait	gcat_trait_sulfhydryl_oxidase_2_measurement	sulfhydryl oxidase 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005195	gcat_trait	gcat_trait_suprabasin_measurement	suprabasin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005196	gcat_trait	gcat_trait_surfeit_locus_protein_1_measurement	surfeit locus protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005197	gcat_trait	gcat_trait_synaptotagminlike_protein_4_measurement	synaptotagmin-like protein 4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005198	gcat_trait	gcat_trait_syntaxin7_measurement	syntaxin-7 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005199	gcat_trait	gcat_trait_tartrateresistant_acid_phosphatase_type_5_measurement	tartrate-resistant acid phosphatase type 5 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005200	gcat_trait	gcat_trait_tenascinR_measurement	tenascin-R measurement	PROTEIN_BIOLOGY	stratified
PORTAL:0005201	gcat_trait	gcat_trait_tenascin_measurement	tenascin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005202	gcat_trait	gcat_trait_testican1_measurement	testican-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005203	gcat_trait	gcat_trait_testican3_measurement	testican-3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005204	gcat_trait	gcat_trait_tetranectin_measurement	tetranectin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005205	gcat_trait	gcat_trait_thioredoxin_domaincontaining_protein_12_measurement	thioredoxin domain-containing protein 12 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005206	gcat_trait	gcat_trait_threonine_measurement	threonine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005207	gcat_trait	gcat_trait_thrombin_activatable_fibrinolysis_inhibitor_activation_peptide_measurement	thrombin activatable fibrinolysis inhibitor activation peptide measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005208	gcat_trait	gcat_trait_thrombospondin2_measurement	thrombospondin-2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005209	gcat_trait	gcat_trait_thrombospondin4_measurement	thrombospondin-4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005210	gcat_trait	gcat_trait_thymidine_kinase_cytosolic_measurement	thymidine kinase, cytosolic measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005211	gcat_trait	gcat_trait_tissuetype_plasminogen_activator_measurement	tissue-type plasminogen activator measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005212	gcat_trait	gcat_trait_torsin1Ainteracting_protein_1_measurement	torsin-1A-interacting protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005213	gcat_trait	gcat_trait_total_blood_protein_measurement	total blood protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005214	gcat_trait	gcat_trait_transforming_growth_factorbetainduced_protein_igh3_measurement	transforming growth factor-beta-induced protein ig-h3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005215	gcat_trait	gcat_trait_transmembrane_glycoprotein_NMB_measurement	transmembrane glycoprotein NMB measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005216	gcat_trait	gcat_trait_trefoil_factor_1_measurement	trefoil factor 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005217	gcat_trait	gcat_trait_trefoil_factor_2_measurement	trefoil factor 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005218	gcat_trait	gcat_trait_trefoil_factor_3_measurement	trefoil factor 3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005219	gcat_trait	gcat_trait_tremlike_transcript_1_protein_measurement	trem-like transcript 1 protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005220	gcat_trait	gcat_trait_trypsin2_measurement	trypsin-2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005221	gcat_trait	gcat_trait_tryptase_beta2_measurement	tryptase beta-2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005222	gcat_trait	gcat_trait_tryptophan_measurement	tryptophan measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005223	gcat_trait	gcat_trait_tumor_necrosis_factor_receptor_superfamily_member_10B_measurement	tumor necrosis factor receptor superfamily member 10B measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005224	gcat_trait	gcat_trait_tumor_necrosis_factorinducible_gene_6_protein_measurement	tumor necrosis factor-inducible gene 6 protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005225	gcat_trait	gcat_trait_tyrosine_measurement	tyrosine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005226	gcat_trait	gcat_trait_tyrosineprotein_kinase_FGR_measurement	tyrosine-protein kinase FGR measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005227	gcat_trait	gcat_trait_tyrosineprotein_kinase_ZAP70_measurement	tyrosine-protein kinase ZAP-70 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005228	gcat_trait	gcat_trait_tyrosineprotein_kinase_lyn_measurement	tyrosine-protein kinase lyn measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005229	gcat_trait	gcat_trait_tyrosineprotein_kinase_receptor_TYRO3_measurement	tyrosine-protein kinase receptor TYRO3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005230	gcat_trait	gcat_trait_tyrosineprotein_kinase_receptor_Tie1_soluble_measurement	tyrosine-protein kinase receptor Tie-1, soluble measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005231	gcat_trait	gcat_trait_tyrosineprotein_phosphatase_nonreceptor_type_1_measurement	tyrosine-protein phosphatase non-receptor type 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005232	gcat_trait	gcat_trait_ubiquitin_carboxylterminal_hydrolase_25_measurement	ubiquitin carboxyl-terminal hydrolase 25 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005233	gcat_trait	gcat_trait_ubiquitinlike_protein_ISG15_measurement	ubiquitin-like protein ISG15 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005234	gcat_trait	gcat_trait_urokinasetype_plasminogen_activator_measurement	urokinase-type plasminogen activator measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005235	gcat_trait	gcat_trait_valine_measurement	valine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005236	gcat_trait	gcat_trait_valylglycine_measurement	valylglycine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005237	gcat_trait	gcat_trait_vascular_endothelial_growth_factor_A_isoform_121_measurement	vascular endothelial growth factor A, isoform 121 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005238	gcat_trait	gcat_trait_vascular_endothelial_growth_factor_D_measurement	vascular endothelial growth factor D measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005239	gcat_trait	gcat_trait_vitronectin_measurement	vitronectin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005240	gcat_trait	gcat_trait_wap_kazal_immunoglobulin_kunitz_and_ntr_domaincontaining_protein_1_measurement	wap, kazal, immunoglobulin, kunitz and ntr domain-containing protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005241	gcat_trait	gcat_trait_wnt_inhibitory_factor_1_measurement	wnt inhibitory factor 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005242	gcat_trait	gcat_trait_xaapro_aminopeptidase_2_measurement	xaa‐pro aminopeptidase 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0005243	gcat_trait	gcat_trait_ADHD_symptom_measurement	ADHD symptom measurement	PSYCHIATRIC	measurement
PORTAL:0005244	gcat_trait	gcat_trait_Borderline_personality_disorder	Borderline personality disorder	PSYCHIATRIC	disease
PORTAL:0005245	gcat_trait	gcat_trait_Child_Behaviour_Checklist_assessment	Child Behaviour Checklist assessment	PSYCHIATRIC	phenotype
PORTAL:0005246	gcat_trait	gcat_trait_Obsessivecompulsive_trait	Obsessive-compulsive trait	PSYCHIATRIC	phenotype
PORTAL:0005247	gcat_trait	gcat_trait_Schizoaffective_disorderbipolar_type	Schizoaffective disorder-bipolar type	PSYCHIATRIC	disease
PORTAL:0005248	gcat_trait	gcat_trait_Selfinjurious_behavior	Self-injurious behavior	PSYCHIATRIC	phenotype
PORTAL:0005249	gcat_trait	gcat_trait_Stuttering	Stuttering	PSYCHIATRIC	phenotype
PORTAL:0005250	gcat_trait	gcat_trait_TEMPSA_questionnaire	TEMPS-A questionnaire	PSYCHIATRIC	phenotype
PORTAL:0005251	gcat_trait	gcat_trait_aggressive_behavior	aggressive behavior	PSYCHIATRIC	phenotype
PORTAL:0005252	gcat_trait	gcat_trait_alcohol_and_nicotine_codependence	alcohol and nicotine codependence	PSYCHIATRIC	phenotype
PORTAL:0005253	gcat_trait	gcat_trait_alcohol_dependence	alcohol dependence	PSYCHIATRIC	phenotype
PORTAL:0005254	gcat_trait	gcat_trait_alcohol_dependence_measurement	alcohol dependence measurement	PSYCHIATRIC	measurement
PORTAL:0005255	gcat_trait	gcat_trait_alcohol_use_disorder_measurement	alcohol use disorder measurement	PSYCHIATRIC	measurement
PORTAL:0005256	gcat_trait	gcat_trait_anorexia_nervosa	anorexia nervosa	PSYCHIATRIC	phenotype
PORTAL:0005257	gcat_trait	gcat_trait_antipsychotic_drug_related_weight_gain	antipsychotic drug related weight gain	PSYCHIATRIC	measurement
PORTAL:0005258	gcat_trait	gcat_trait_anxiety	anxiety	PSYCHIATRIC	phenotype
PORTAL:0005259	gcat_trait	gcat_trait_anxiety_disorder	anxiety disorder	PSYCHIATRIC	disease
PORTAL:0005260	gcat_trait	gcat_trait_anxiety_measurement	anxiety measurement	PSYCHIATRIC	measurement
PORTAL:0005261	gcat_trait	gcat_trait_arousal_domain_measurement	arousal domain measurement	PSYCHIATRIC	measurement
PORTAL:0005262	gcat_trait	gcat_trait_attempted_suicide	attempted suicide	PSYCHIATRIC	phenotype
PORTAL:0005263	gcat_trait	gcat_trait_attention_deficit_hyperactivity_disorder	attention deficit hyperactivity disorder	PSYCHIATRIC	disease
PORTAL:0005264	gcat_trait	gcat_trait_autism	autism	PSYCHIATRIC	phenotype
PORTAL:0005265	gcat_trait	gcat_trait_autism_spectrum_disorder	autism spectrum disorder	PSYCHIATRIC	disease
PORTAL:0005266	gcat_trait	gcat_trait_autism_spectrum_disorder_symptom	autism spectrum disorder symptom	PSYCHIATRIC	disease
PORTAL:0005267	gcat_trait	gcat_trait_behavior	behavior	PSYCHIATRIC	phenotype
PORTAL:0005268	gcat_trait	gcat_trait_behavioural_disinhibition_measurement	behavioural disinhibition measurement	PSYCHIATRIC	measurement
PORTAL:0005269	gcat_trait	gcat_trait_bipolar_I_disorder	bipolar I disorder	PSYCHIATRIC	disease
PORTAL:0005270	gcat_trait	gcat_trait_bipolar_disorder	bipolar disorder	PSYCHIATRIC	disease
PORTAL:0005271	gcat_trait	gcat_trait_bulimia_nervosa	bulimia nervosa	PSYCHIATRIC	phenotype
PORTAL:0005272	gcat_trait	gcat_trait_cannabis_dependence	cannabis dependence	PSYCHIATRIC	phenotype
PORTAL:0005273	gcat_trait	gcat_trait_cannabis_dependence_measurement	cannabis dependence measurement	PSYCHIATRIC	measurement
PORTAL:0005274	gcat_trait	gcat_trait_childhood_aggressive_behaviour_measurement	childhood aggressive behaviour measurement	PSYCHIATRIC	measurement
PORTAL:0005275	gcat_trait	gcat_trait_childhood_trauma_measurement	childhood trauma measurement	PSYCHIATRIC	measurement
PORTAL:0005276	gcat_trait	gcat_trait_cocaine_dependence	cocaine dependence	PSYCHIATRIC	phenotype
PORTAL:0005277	gcat_trait	gcat_trait_cognitive_behavioural_therapy	cognitive behavioural therapy	PSYCHIATRIC	phenotype
PORTAL:0005278	gcat_trait	gcat_trait_conduct_disorder	conduct disorder	PSYCHIATRIC	disease
PORTAL:0005279	gcat_trait	gcat_trait_depressive_symptom_measurement	depressive symptom measurement	PSYCHIATRIC	measurement
PORTAL:0005280	gcat_trait	gcat_trait_drug_dependence	drug dependence	PSYCHIATRIC	phenotype
PORTAL:0005281	gcat_trait	gcat_trait_eating_disorder	eating disorder	PSYCHIATRIC	disease
PORTAL:0005282	gcat_trait	gcat_trait_economic_and_social_preference	economic and social preference	PSYCHIATRIC	phenotype
PORTAL:0005283	gcat_trait	gcat_trait_empathy_measurement	empathy measurement	PSYCHIATRIC	measurement
PORTAL:0005284	gcat_trait	gcat_trait_employment_status	employment status	PSYCHIATRIC	phenotype
PORTAL:0005285	gcat_trait	gcat_trait_fear_of_minor_pain_measurement	fear of minor pain measurement	PSYCHIATRIC	measurement
PORTAL:0005286	gcat_trait	gcat_trait_feeling_emotionally_hurt_measurement	feeling emotionally hurt measurement	PSYCHIATRIC	measurement
PORTAL:0005287	gcat_trait	gcat_trait_feeling_fedup_measurement	"feeling ""fed-up"" measurement"	PSYCHIATRIC	measurement
PORTAL:0005288	gcat_trait	gcat_trait_feeling_miserable_measurement	feeling miserable measurement	PSYCHIATRIC	measurement
PORTAL:0005289	gcat_trait	gcat_trait_feeling_nervous_measurement	feeling nervous measurement	PSYCHIATRIC	measurement
PORTAL:0005290	gcat_trait	gcat_trait_feeling_tense_measurement	feeling tense measurement	PSYCHIATRIC	measurement
PORTAL:0005291	gcat_trait	gcat_trait_generalized_anxiety_disorder	generalized anxiety disorder	PSYCHIATRIC	disease
PORTAL:0005292	gcat_trait	gcat_trait_guilt_measurement	guilt measurement	PSYCHIATRIC	measurement
PORTAL:0005293	gcat_trait	gcat_trait_hoarding_disorder	hoarding disorder	PSYCHIATRIC	disease
PORTAL:0005294	gcat_trait	gcat_trait_household_income	household income	PSYCHIATRIC	phenotype
PORTAL:0005295	gcat_trait	gcat_trait_internet_addiction_disorder	internet addiction disorder	PSYCHIATRIC	disease
PORTAL:0005296	gcat_trait	gcat_trait_irritability_measurement	irritability measurement	PSYCHIATRIC	measurement
PORTAL:0005297	gcat_trait	gcat_trait_loneliness_measurement	loneliness measurement	PSYCHIATRIC	measurement
PORTAL:0005298	gcat_trait	gcat_trait_major_depressive_disorder	major depressive disorder	PSYCHIATRIC	disease
PORTAL:0005299	gcat_trait	gcat_trait_major_depressive_episode	major depressive episode	PSYCHIATRIC	phenotype
PORTAL:0005300	gcat_trait	gcat_trait_mental_or_behavioural_disorder	mental or behavioural disorder	PSYCHIATRIC	composite
PORTAL:0005301	gcat_trait	gcat_trait_mood_instability_measurement	mood instability measurement	PSYCHIATRIC	measurement
PORTAL:0005302	gcat_trait	gcat_trait_nervousness	nervousness	PSYCHIATRIC	phenotype
PORTAL:0005303	gcat_trait	gcat_trait_neurotic_disorder	neurotic disorder	PSYCHIATRIC	disease
PORTAL:0005304	gcat_trait	gcat_trait_neuroticism_measurement	neuroticism measurement	PSYCHIATRIC	measurement
PORTAL:0005305	gcat_trait	gcat_trait_nicotine_withdrawal_measurement	nicotine withdrawal measurement	PSYCHIATRIC	measurement
PORTAL:0005306	gcat_trait	gcat_trait_obsessivecompulsive_disorder	obsessive-compulsive disorder	PSYCHIATRIC	disease
PORTAL:0005307	gcat_trait	gcat_trait_obsessivecompulsive_symptom_measurement	obsessive-compulsive symptom measurement	PSYCHIATRIC	measurement
PORTAL:0005308	gcat_trait	gcat_trait_opioid_dependence	opioid dependence	PSYCHIATRIC	phenotype
PORTAL:0005309	gcat_trait	gcat_trait_opioid_use_disorder	opioid use disorder	PSYCHIATRIC	disease
PORTAL:0005310	gcat_trait	gcat_trait_oppositional_defiant_disorder_measurement	oppositional defiant disorder measurement	PSYCHIATRIC	measurement
PORTAL:0005311	gcat_trait	gcat_trait_panic_disorder	panic disorder	PSYCHIATRIC	disease
PORTAL:0005312	gcat_trait	gcat_trait_personality_trait	personality trait	PSYCHIATRIC	phenotype
PORTAL:0005313	gcat_trait	gcat_trait_posttraumatic_stress_disorder	post-traumatic stress disorder	PSYCHIATRIC	disease
PORTAL:0005314	gcat_trait	gcat_trait_posttraumatic_stress_disorder_symptom_measurement	post-traumatic stress disorder symptom measurement	PSYCHIATRIC	measurement
PORTAL:0005315	gcat_trait	gcat_trait_psychological_resilience_measurement	psychological resilience measurement	PSYCHIATRIC	measurement
PORTAL:0005316	gcat_trait	gcat_trait_psychosis	psychosis	PSYCHIATRIC	phenotype
PORTAL:0005317	gcat_trait	gcat_trait_psychosis_predisposition_measurement	psychosis predisposition measurement	PSYCHIATRIC	measurement
PORTAL:0005318	gcat_trait	gcat_trait_psychosocial_stress_measurement	psychosocial stress measurement	PSYCHIATRIC	measurement
PORTAL:0005319	gcat_trait	gcat_trait_psychotic_symptoms	psychotic symptoms	PSYCHIATRIC	phenotype
PORTAL:0005320	gcat_trait	gcat_trait_response_to_selective_serotonin_reuptake_inhibitor	response to selective serotonin reuptake inhibitor	PSYCHIATRIC	measurement
PORTAL:0005321	gcat_trait	gcat_trait_response_to_serotoninnorephinephrine_reuptake_inhibitor	response to serotonin-norephinephrine reuptake inhibitor	PSYCHIATRIC	measurement
PORTAL:0005322	gcat_trait	gcat_trait_risktaking_behaviour	risk-taking behaviour	PSYCHIATRIC	phenotype
PORTAL:0005323	gcat_trait	gcat_trait_risky_sexual_behaviour_measurement	risky sexual behaviour measurement	PSYCHIATRIC	measurement
PORTAL:0005324	gcat_trait	gcat_trait_schizophrenia	schizophrenia	PSYCHIATRIC	phenotype
PORTAL:0005325	gcat_trait	gcat_trait_social_communication_impairment	social communication impairment	PSYCHIATRIC	phenotype
