portal_id	legacy_trait_group	legacy_phenotype_id	phenotype_name	display_group	trait_type
PORTAL:0004278	gcat_trait	gcat_trait_Prolinerich_protein_4_levels	Proline-rich protein 4 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004279	gcat_trait	gcat_trait_Prolinerich_transmembrane_protein_3_levels	Proline-rich transmembrane protein 3 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004280	gcat_trait	gcat_trait_Prolineserinerich_coiledcoil_protein_1_levels	Proline/serine-rich coiled-coil protein 1 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004281	gcat_trait	gcat_trait_Prostate_stem_cell_antigen_levels	Prostate stem cell antigen levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004282	gcat_trait	gcat_trait_Protein_ABHD14B_levels	Protein ABHD14B levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004283	gcat_trait	gcat_trait_Protein_AMBP_Cleaved_into_Alpha1microglobulin_levels	Protein AMBP [Cleaved into: Alpha-1-microglobulin levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004284	gcat_trait	gcat_trait_Protein_FAM13A_levels	Protein FAM13A levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004285	gcat_trait	gcat_trait_Protein_GPR15L_levels	Protein GPR15L levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004286	gcat_trait	gcat_trait_Protein_NDRG1_levels	Protein NDRG1 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004287	gcat_trait	gcat_trait_Protein_OGlcNAcase_levels	Protein O-GlcNAcase levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004288	gcat_trait	gcat_trait_Protein_PBMUCL2_levels	Protein PBMUCL2 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004289	gcat_trait	gcat_trait_Protein_POF1B_levels	Protein POF1B levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004290	gcat_trait	gcat_trait_Protein_SGT1_homolog_levels	Protein SGT1 homolog levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004291	gcat_trait	gcat_trait_Protein_Wnt9a_levels	Protein Wnt-9a levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004292	gcat_trait	gcat_trait_Protein_ZNRD2_levels	Protein ZNRD2 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004293	gcat_trait	gcat_trait_Protein_disulfide_isomerase_CRELD1_levels	Protein disulfide isomerase CRELD1 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004294	gcat_trait	gcat_trait_Protein_disulfide_isomerase_CRELD2_levels	Protein disulfide isomerase CRELD2 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004295	gcat_trait	gcat_trait_Protein_numb_homolog_levels	Protein numb homolog levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004296	gcat_trait	gcat_trait_Protein_phosphatase_1_regulatory_subunit_14D_levels	Protein phosphatase 1 regulatory subunit 14D levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004297	gcat_trait	gcat_trait_Protein_phosphatase_Slingshot_homolog_3_levels	Protein phosphatase Slingshot homolog 3 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004298	gcat_trait	gcat_trait_Protein_shisa5_levels	Protein shisa-5 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004299	gcat_trait	gcat_trait_Protein_sidekick2_levels	Protein sidekick-2 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004300	gcat_trait	gcat_trait_Protein_sprouty_homolog_2_levels	Protein sprouty homolog 2 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004301	gcat_trait	gcat_trait_Protein_transport_protein_Sec31A_levels	Protein transport protein Sec31A levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004302	gcat_trait	gcat_trait_Protocadherin1_levels	Protocadherin-1 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004303	gcat_trait	gcat_trait_Protocadherin_beta15_levels	Protocadherin beta-15 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004304	gcat_trait	gcat_trait_Protogenin_levels	Protogenin levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004305	gcat_trait	gcat_trait_Protransforming_growth_factor_alpha_Cleaved_into_Transforming_growth_factor_alpha_levels	Protransforming growth factor alpha [Cleaved into: Transforming growth factor alpha levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004306	gcat_trait	gcat_trait_Putative_tyrosineprotein_phosphatase_auxilin_levels	Putative tyrosine-protein phosphatase auxilin levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004307	gcat_trait	gcat_trait_RACbeta_serinethreonineprotein_kinase_measurement	RAC-beta serine/threonine-protein kinase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004308	gcat_trait	gcat_trait_Receptortype_tyrosineprotein_phosphatase_C_levels	Receptor-type tyrosine-protein phosphatase C levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004309	gcat_trait	gcat_trait_Receptortype_tyrosineprotein_phosphatase_F_levels	Receptor-type tyrosine-protein phosphatase F levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004310	gcat_trait	gcat_trait_Receptortype_tyrosineprotein_phosphatase_beta_levels	Receptor-type tyrosine-protein phosphatase beta levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004311	gcat_trait	gcat_trait_Receptortype_tyrosineprotein_phosphatase_mu_levels	Receptor-type tyrosine-protein phosphatase mu levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004312	gcat_trait	gcat_trait_Receptortype_tyrosineprotein_phosphatase_zeta_levels	Receptor-type tyrosine-protein phosphatase zeta levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004313	gcat_trait	gcat_trait_Retinoidinducible_serine_carboxypeptidase_levels	Retinoid-inducible serine carboxypeptidase levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004314	gcat_trait	gcat_trait_Ribokinase_levels	Ribokinase levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004315	gcat_trait	gcat_trait_Ribonuclease_T2_levels	Ribonuclease T2 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004316	gcat_trait	gcat_trait_S100_calciumbinding_protein_B_measurement	S100 calcium-binding protein B measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004317	gcat_trait	gcat_trait_SLIT_and_NTRKlike_protein_1_measurement	SLIT and NTRK-like protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004318	gcat_trait	gcat_trait_SPARC_measurement	SPARC measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004319	gcat_trait	gcat_trait_SPARClike_protein_1_measurement	SPARC-like protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004320	gcat_trait	gcat_trait_Secreted_frizzledrelated_protein_3_measurement	Secreted frizzled-related protein 3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004321	gcat_trait	gcat_trait_Secretory_carrierassociated_membrane_protein_3_levels	Secretory carrier-associated membrane protein 3 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004322	gcat_trait	gcat_trait_Serine_protease_53_levels	Serine protease 53 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004323	gcat_trait	gcat_trait_Serinepyruvate_aminotransferase_levels	Serine--pyruvate aminotransferase levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004324	gcat_trait	gcat_trait_Serinethreonineprotein_kinase_LATS1_levels	Serine/threonine-protein kinase LATS1 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004325	gcat_trait	gcat_trait_Serinethreonineprotein_kinase_STK11_levels	Serine/threonine-protein kinase STK11 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004326	gcat_trait	gcat_trait_Serum_paraoxonaselactonase_3_levels	Serum paraoxonase/lactonase 3 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004327	gcat_trait	gcat_trait_Sformylglutathione_hydrolase_measurement	S-formylglutathione hydrolase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004328	gcat_trait	gcat_trait_Soluble_scavenger_receptor_cysteinerich_domaincontaining_protein_SSC5D_levels	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004329	gcat_trait	gcat_trait_Spliceosomeassociated_protein_CWC15_homolog_levels	Spliceosome-associated protein CWC15 homolog levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004330	gcat_trait	gcat_trait_Src_kinaseassociated_phosphoprotein_1_levels	Src kinase-associated phosphoprotein 1 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004331	gcat_trait	gcat_trait_Srclikeadapter_2_levels	Src-like-adapter 2 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004332	gcat_trait	gcat_trait_Sterile_alpha_motif_domaincontaining_protein_9like_levels	Sterile alpha motif domain-containing protein 9-like levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004333	gcat_trait	gcat_trait_Sushi_domaincontaining_protein_2_measurement	Sushi domain-containing protein 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004334	gcat_trait	gcat_trait_Sushi_domaincontaining_protein_5_levels	Sushi domain-containing protein 5 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004335	gcat_trait	gcat_trait_Sushi_repeatcontaining_protein_SRPX_levels	Sushi repeat-containing protein SRPX levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004336	gcat_trait	gcat_trait_Sushi_von_Willebrand_factor_type_A_EGF_and_pentraxin_domaincontaining_protein_1_measurement	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004337	gcat_trait	gcat_trait_Syndecan1_levels	Syndecan-1 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004338	gcat_trait	gcat_trait_TP53binding_protein_1_levels	TP53-binding protein 1 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004339	gcat_trait	gcat_trait_Tectonic3_levels	Tectonic-3 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004340	gcat_trait	gcat_trait_TenascinN_levels	Tenascin-N levels	PROTEIN_BIOLOGY	stratified
PORTAL:0004341	gcat_trait	gcat_trait_Tetraspanin1_levels	Tetraspanin-1 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004342	gcat_trait	gcat_trait_Tetraspanin8_levels	Tetraspanin-8 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004343	gcat_trait	gcat_trait_Thioredoxin_domaincontaining_protein_15_levels	Thioredoxin domain-containing protein 15 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004344	gcat_trait	gcat_trait_TransGolgi_network_integral_membrane_protein_2_levels	Trans-Golgi network integral membrane protein 2 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004345	gcat_trait	gcat_trait_Transthyretin_levels	Transthyretin levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004346	gcat_trait	gcat_trait_Trehalase_levels	Trehalase levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004347	gcat_trait	gcat_trait_Tudor_and_KH_domaincontaining_protein_levels	Tudor and KH domain-containing protein levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004348	gcat_trait	gcat_trait_Tyrosineprotein_kinase_receptor_Tie1_levels	Tyrosine-protein kinase receptor Tie-1 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004349	gcat_trait	gcat_trait_UBX_domaincontaining_protein_1_levels	UBX domain-containing protein 1 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004350	gcat_trait	gcat_trait_UDPGlcNAcbetaGal_beta13Nacetylglucosaminyltransferase_7_levels	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004351	gcat_trait	gcat_trait_UbiquitinISG15conjugating_enzyme_E2_L6_levels	Ubiquitin/ISG15-conjugating enzyme E2 L6 levels	PROTEIN_BIOLOGY	stratified
PORTAL:0004352	gcat_trait	gcat_trait_Uteroglobin_levels	Uteroglobin levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004353	gcat_trait	gcat_trait_Vitelline_membrane_outer_layer_protein_1_homolog_levels	Vitelline membrane outer layer protein 1 homolog levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004354	gcat_trait	gcat_trait_Vtype_proton_ATPase_subunit_G_2_levels	V-type proton ATPase subunit G 2 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004355	gcat_trait	gcat_trait_WAP_Kazal_immunoglobulin_Kunitz_and_NTR_domaincontaining_protein_2_measurement	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004356	gcat_trait	gcat_trait_WAP_fourdisulfide_core_domain_protein_12_measurement	WAP four-disulfide core domain protein 12 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004357	gcat_trait	gcat_trait_WNT1induciblesignaling_pathway_protein_1_measurement	WNT1-inducible-signaling pathway protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004358	gcat_trait	gcat_trait_YKL40_measurement	YKL40 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004359	gcat_trait	gcat_trait_Zinc_finger_protein_Helios_levels	Zinc finger protein Helios levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004360	gcat_trait	gcat_trait_Zinc_transporter_ZIP14_levels	Zinc transporter ZIP14 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004361	gcat_trait	gcat_trait_Zinc_transporter_ZIP5_levels	Zinc transporter ZIP5 levels	PROTEIN_BIOLOGY	measurement
PORTAL:0004362	gcat_trait	gcat_trait_a_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_13_measurement	a disintegrin and metalloproteinase with thrombospondin motifs 13 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004363	gcat_trait	gcat_trait_a_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_15_measurement	a disintegrin and metalloproteinase with thrombospondin motifs 15 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004364	gcat_trait	gcat_trait_a_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_5_measurement	a disintegrin and metalloproteinase with thrombospondin motifs 5 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004365	gcat_trait	gcat_trait_acid_ceramidase_measurement	acid ceramidase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004366	gcat_trait	gcat_trait_acid_sphingomyelinaselike_phosphodiesterase_3a_measurement	acid sphingomyelinase-like phosphodiesterase 3a measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004367	gcat_trait	gcat_trait_adenosine_deaminase_measurement	adenosine deaminase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004368	gcat_trait	gcat_trait_adhesion_G_proteincoupled_receptor_E2_measurement	adhesion G protein-coupled receptor E2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004369	gcat_trait	gcat_trait_advanced_glycosylation_end_productspecific_receptor_ligand_measurement	advanced glycosylation end product-specific receptor ligand measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004370	gcat_trait	gcat_trait_afamin_measurement	afamin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004371	gcat_trait	gcat_trait_aggrecan_core_protein_measurement	aggrecan core protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004372	gcat_trait	gcat_trait_alanine_measurement	alanine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004373	gcat_trait	gcat_trait_alcohol_dehydrogenase_NADP_measurement	alcohol dehydrogenase [NADP(+)] measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004374	gcat_trait	gcat_trait_alpha13fucosyltransferase_5_measurement	alpha-(1,3)-fucosyltransferase 5 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004375	gcat_trait	gcat_trait_alpha2HSglycoprotein_measurement	alpha-2-HS-glycoprotein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004376	gcat_trait	gcat_trait_alpha2antiplasmin_measurement	alpha-2-antiplasmin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004377	gcat_trait	gcat_trait_alpha2macroglobulin_receptorassociated_protein_measurement	alpha-2-macroglobulin receptor-associated protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004378	gcat_trait	gcat_trait_alphaLiduronidase_measurement	alpha-L-iduronidase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004379	gcat_trait	gcat_trait_alpha_fetoprotein_measurement	alpha fetoprotein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004380	gcat_trait	gcat_trait_alpha_synuclein_measurement	alpha synuclein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004381	gcat_trait	gcat_trait_alphaamylase_1_measurement	alpha-amylase 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004382	gcat_trait	gcat_trait_amino_acid_measurement	amino acid measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004383	gcat_trait	gcat_trait_aminoacylase1_measurement	aminoacylase-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004384	gcat_trait	gcat_trait_aminoadipic_acid_measurement	aminoadipic acid measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004385	gcat_trait	gcat_trait_amphiregulin_measurement	amphiregulin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004386	gcat_trait	gcat_trait_amphoterininduced_protein_2_measurement	amphoterin-induced protein 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004387	gcat_trait	gcat_trait_amyloidbeta_measurement	amyloid-beta measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004388	gcat_trait	gcat_trait_angiogenin_measurement	angiogenin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004389	gcat_trait	gcat_trait_angiopoietin1_receptor_soluble_measurement	angiopoietin-1 receptor, soluble measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004390	gcat_trait	gcat_trait_angiopoietin2_measurement	angiopoietin-2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004391	gcat_trait	gcat_trait_angiopoietinrelated_protein_1_measurement	angiopoietin-related protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004392	gcat_trait	gcat_trait_angiopoietinrelated_protein_3_measurement	angiopoietin-related protein 3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004393	gcat_trait	gcat_trait_angiopoietinrelated_protein_4_measurement	angiopoietin-related protein 4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004394	gcat_trait	gcat_trait_angiostatin_measurement	angiostatin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004395	gcat_trait	gcat_trait_angiotensinconverting_enzyme_2_measurement	angiotensin-converting enzyme 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004396	gcat_trait	gcat_trait_ankyrin2_measurement	ankyrin-2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004397	gcat_trait	gcat_trait_annexin_A1_measurement	annexin A1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004398	gcat_trait	gcat_trait_annexin_A2_measurement	annexin A2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004399	gcat_trait	gcat_trait_anterior_gradient_protein_2_homolog_measurement	anterior gradient protein 2 homolog measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004400	gcat_trait	gcat_trait_antithrombinIII_measurement	antithrombin-III measurement	PROTEIN_BIOLOGY	stratified
PORTAL:0004401	gcat_trait	gcat_trait_arginine_measurement	arginine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004402	gcat_trait	gcat_trait_aromaticlaminoacid_decarboxylase_measurement	aromatic-l-amino-acid decarboxylase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004403	gcat_trait	gcat_trait_arylsulfatase_A_measurement	arylsulfatase A measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004404	gcat_trait	gcat_trait_arylsulfatase_B_measurement	arylsulfatase B measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004405	gcat_trait	gcat_trait_asialoglycoprotein_receptor_1_measurement	asialoglycoprotein receptor 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004406	gcat_trait	gcat_trait_asparagine_measurement	asparagine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004407	gcat_trait	gcat_trait_aspartate_aminotransferase_cytoplasmic_measurement	aspartate aminotransferase, cytoplasmic measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004408	gcat_trait	gcat_trait_aspartate_measurement	aspartate measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004409	gcat_trait	gcat_trait_asporin_measurement	asporin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004410	gcat_trait	gcat_trait_axin2_measurement	axin-2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004411	gcat_trait	gcat_trait_basal_cell_adhesion_molecule_measurement	basal cell adhesion molecule measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004412	gcat_trait	gcat_trait_basigin_measurement	basigin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004413	gcat_trait	gcat_trait_bdnfnt3_growth_factors_receptor_measurement	bdnf/nt-3 growth factors receptor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004414	gcat_trait	gcat_trait_beta14galactosyltransferase_1_measurement	beta-1,4-galactosyltransferase 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004415	gcat_trait	gcat_trait_beta14glucuronyltransferase_1_measurement	beta-1,4-glucuronyltransferase 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004416	gcat_trait	gcat_trait_betaAlaHis_dipeptidase_measurement	beta-Ala-His dipeptidase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004417	gcat_trait	gcat_trait_betacrystallin_B2_measurement	beta-crystallin B2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004418	gcat_trait	gcat_trait_betaendorphin_measurement	beta-endorphin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004419	gcat_trait	gcat_trait_betamicroseminoprotein_measurement	beta-microseminoprotein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004420	gcat_trait	gcat_trait_betanerve_growth_factor_measurement	beta-nerve growth factor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004421	gcat_trait	gcat_trait_biglycan_measurement	biglycan measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004422	gcat_trait	gcat_trait_blood_protein_measurement	blood protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004423	gcat_trait	gcat_trait_bone_morphogenetic_protein_10_measurement	bone morphogenetic protein 10 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004424	gcat_trait	gcat_trait_brainspecific_serine_protease_4_measurement	brain-specific serine protease 4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004425	gcat_trait	gcat_trait_brevican_core_protein_measurement	brevican core protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004426	gcat_trait	gcat_trait_brorin_measurement	brorin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004427	gcat_trait	gcat_trait_brother_of_CDO_measurement	brother of CDO measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004428	gcat_trait	gcat_trait_cGMPspecific_35cyclic_phosphodiesterase_measurement	cGMP-specific 3',5'-cyclic phosphodiesterase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004429	gcat_trait	gcat_trait_cadherin15_measurement	cadherin-15 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004430	gcat_trait	gcat_trait_cadherin1_measurement	cadherin-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004431	gcat_trait	gcat_trait_cadherin2_measurement	cadherin-2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004432	gcat_trait	gcat_trait_cadherin3_measurement	cadherin-3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004433	gcat_trait	gcat_trait_cadherin5_measurement	cadherin-5 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004434	gcat_trait	gcat_trait_cadherin6_measurement	cadherin-6 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004435	gcat_trait	gcat_trait_cadherin7_measurement	cadherin-7 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004436	gcat_trait	gcat_trait_cadherinrelated_family_member_5_measurement	cadherin-related family member 5 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004437	gcat_trait	gcat_trait_calcineurin_subunit_B_type_1_measurement	calcineurin subunit B type 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004438	gcat_trait	gcat_trait_calciumcalmodulindependent_protein_kinase_type_1D_measurement	calcium/calmodulin-dependent protein kinase type 1D measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004439	gcat_trait	gcat_trait_calciumcalmodulindependent_protein_kinase_type_1_measurement	calcium/calmodulin-dependent protein kinase type 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004440	gcat_trait	gcat_trait_carbonic_anhydrase_13_measurement	carbonic anhydrase 13 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004441	gcat_trait	gcat_trait_carbonic_anhydrase_1_measurement	carbonic anhydrase 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004442	gcat_trait	gcat_trait_carbonic_anhydrase_3_measurement	carbonic anhydrase 3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004443	gcat_trait	gcat_trait_carbonic_anhydrase_4_measurement	carbonic anhydrase 4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004444	gcat_trait	gcat_trait_carbonic_anhydrase_6_measurement	carbonic anhydrase 6 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004445	gcat_trait	gcat_trait_carbonic_anhydrase_9_measurement	carbonic anhydrase 9 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004446	gcat_trait	gcat_trait_carboxypeptidase_A2_measurement	carboxypeptidase A2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004447	gcat_trait	gcat_trait_carboxypeptidase_A4_measurement	carboxypeptidase A4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004448	gcat_trait	gcat_trait_carboxypeptidase_B2_measurement	carboxypeptidase B2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004449	gcat_trait	gcat_trait_carboxypeptidase_M_measurement	carboxypeptidase M measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004450	gcat_trait	gcat_trait_carboxypeptidase_e_measurement	carboxypeptidase e measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004451	gcat_trait	gcat_trait_casein_kinase_II_subunit_alpha_measurement	casein kinase II subunit alpha measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004452	gcat_trait	gcat_trait_caspase3_measurement	caspase-3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004453	gcat_trait	gcat_trait_cathepsin_B_measurement	cathepsin B measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004454	gcat_trait	gcat_trait_cathepsin_D_measurement	cathepsin D measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004455	gcat_trait	gcat_trait_cathepsin_E_measurement	cathepsin E measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004456	gcat_trait	gcat_trait_cathepsin_F_measurement	cathepsin F measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004457	gcat_trait	gcat_trait_cathepsin_H_measurement	cathepsin H measurement	PROTEIN_BIOLOGY	measurement
